run,evaluations,avg_fitness,best_fitness
14,5000,-85331000.0,500000
15,500,-99944000.0,-94000000.0
15,750,-99902000.0,-94000000.0
15,1000,-99850000.0,-94000000.0
15,1250,-99730000.0,-86000000.0
15,1500,-99532000.0,-86000000.0
15,1750,-99312000.0,-77000000.0
15,2000,-99018000.0,-74000000.0
15,2250,-98672000.0,-74000000.0
15,2500,-98214000.0,-74000000.0
15,2750,-97726000.0,-74000000.0
15,3000,-97148000.0,-74000000.0
15,3250,-96596000.0,-71000000.0
15,3500,-95918000.0,-24000000.0
15,3750,-94898000.0,-24000000.0
15,4000,-94134000.0,-24000000.0
15,4250,-92992000.0,-24000000.0
15,4500,-92034000.0,-24000000.0
15,4750,-90902000.0,-24000000.0
15,5000,-89689000.0,500000
16,500,-99898000.0,-83000000.0
16,750,-99822000.0,-77000000.0
16,1000,-99760000.0,-77000000.0
16,1250,-99582000.0,-77000000.0
16,1500,-99322000.0,-77000000.0
16,1750,-99064000.0,-77000000.0
16,2000,-98584000.0,-77000000.0
16,2250,-98164000.0,-77000000.0
16,2500,-97568000.0,-74000000.0
16,2750,-96976000.0,-68000000.0
16,3000,-96370000.0,-66999999.99999999
16,3250,-95694000.0,-66999999.99999999
16,3500,-94633000.0,2500000
16,3750,-93491000.0,2500000
16,4000,-92506000.0,2500000
16,4250,-91229000.0,2500000
16,4500,-90081000.0,2500000
16,4750,-88981000.0,4000000
16,5000,-87877000.0,4000000
17,500,-99942000.0,-94000000.0
17,750,-99888000.0,-93000000.0
17,1000,-99822000.0,-93000000.0
17,1250,-99720000.0,-89000000.0
17,1500,-99506000.0,-89000000.0
17,1750,-99224000.0,-83000000.0
17,2000,-98878000.0,-83000000.0
17,2250,-98274000.0,0
17,2500,-97648000.0,0
17,2750,-96902000.0,1000000
17,3000,-96428000.0,1000000
17,3250,-95770000.0,1000000
17,3500,-94556000.0,1000000
17,3750,-93794000.0,1000000
17,4000,-92802000.0,1000000
17,4250,-92040000.0,1000000
17,4500,-91146000.0,1000000
17,4750,-90028000.0,1000000
17,5000,-88872000.0,1000000
18,500,-99918000.0,-92000000.0
18,750,-99864000.0,-84000000.0
18,1000,-99812000.0,-84000000.0
18,1250,-99682000.0,-84000000.0
18,1500,-99508000.0,-84000000.0
18,1750,-99296000.0,-84000000.0
18,2000,-98970000.0,-81000000.0
18,2250,-98704000.0,-81000000.0
18,2500,-98234000.0,-70000000.0
18,2750,-97722000.0,-70000000.0
18,3000,-97348000.0,-60000000.0
18,3250,-96698000.0,-55000000.00000001
18,3500,-96028000.0,-55000000.00000001
18,3750,-95122000.0,0
18,4000,-94284000.0,0
18,4250,-93332000.0,0
18,4500,-92614000.0,0
18,4750,-91686000.0,0
18,5000,-90854000.0,0
19,500,-99904000.0,-90000000.0
19,750,-99852000.0,-90000000.0
19,1000,-99784000.0,-90000000.0
19,1250,-99534000.0,-61000000.0
19,1500,-99324000.0,-61000000.0
19,1750,-99024000.0,-61000000.0
19,2000,-98618000.0,-61000000.0
19,2250,-98156000.0,-61000000.0
19,2500,-97472000.0,-61000000.0
19,2750,-96642000.0,-23000000.0
19,3000,-95938000.0,-23000000.0
19,3250,-95130000.0,-23000000.0
19,3500,-94210000.0,-23000000.0
19,3750,-92966000.0,0
19,4000,-91866000.0,0
19,4250,-90696000.0,0
19,4500,-89632000.0,0
19,4750,-88374000.0,0
19,5000,-87056000.0,0
20,500,-99950000.0,-94000000.0
20,750,-99928000.0,-94000000.0
20,1000,-99852000.0,-94000000.0
20,1250,-99758000.0,-94000000.0
20,1500,-99528000.0,-77000000.0
20,1750,-99294000.0,-77000000.0
20,2000,-98966000.0,-77000000.0
20,2250,-98628000.0,-77000000.0
20,2500,-98006000.0,-31999999.999999996
20,2750,-97308000.0,-31999999.999999996
20,3000,-96752000.0,-31999999.999999996
20,3250,-96004000.0,-31999999.999999996
20,3500,-95167000.0,500000
20,3750,-94103000.0,500000
20,4000,-92711000.0,500000
20,4250,-91533000.0,500000
20,4500,-90217000.0,1000000
20,4750,-88777000.0,1000000
20,5000,-87373000.0,1000000
21,500,-99738000.0,-4000000.0000000037
21,750,-99642000.0,-4000000.0000000037
21,1000,-99558000.0,-4000000.0000000037
21,1250,-99322000.0,-4000000.0000000037
21,1500,-99208000.0,-4000000.0000000037
21,1750,-99026000.0,-4000000.0000000037
21,2000,-98712000.0,-4000000.0000000037
21,2250,-98360000.0,-4000000.0000000037
21,2500,-97850000.0,-4000000.0000000037
21,2750,-96910000.0,0
21,3000,-96404000.0,0
21,3250,-95438000.0,0
21,3500,-94370000.0,0
21,3750,-92937000.0,4500000
21,4000,-91843000.0,4500000
21,4250,-90685000.0,4500000
21,4500,-88971000.0,4500000
21,4750,-86642000.0,4500000
21,5000,-85033000.0,4500000
22,500,-99910000.0,-91000000.0
22,750,-99874000.0,-91000000.0
22,1000,-99760000.0,-90000000.0
22,1250,-99620000.0,-90000000.0
22,1500,-99476000.0,-90000000.0
22,1750,-99280000.0,-90000000.0
22,2000,-98932000.0,-73000000.0
22,2250,-98556000.0,-73000000.0
22,2500,-98128000.0,-73000000.0
22,2750,-97488000.0,-73000000.0
22,3000,-96805000.0,500000
22,3250,-96103000.0,500000
22,3500,-94897000.0,500000
22,3750,-93865000.0,500000
22,4000,-92633000.0,500000
22,4250,-91681000.0,500000
22,4500,-90213000.0,500000
22,4750,-88775000.0,500000
22,5000,-86950000.0,1500000
23,500,-99924000.0,-96000000.0
23,750,-99864000.0,-87000000.0
23,1000,-99720000.0,-55000000.00000001
23,1250,-99586000.0,-55000000.00000001
23,1500,-99364000.0,-55000000.00000001
23,1750,-98968000.0,-16000000.000000004
23,2000,-98640000.0,-16000000.000000004
23,2250,-98144000.0,-16000000.000000004
23,2500,-97736000.0,-16000000.000000004
23,2750,-97130000.0,-16000000.000000004
23,3000,-96326000.0,-16000000.000000004
